CUST_UID,AGN_CNT_RCT_12_MON,ICO_CUR_MON_ACM_TRX_TM,NB_RCT_3_MON_LGN_TMS_AGV,AGN_CUR_YEAR_AMT,AGN_CUR_YEAR_WAG_AMT,AGN_AGR_LATEST_AGN_AMT,ICO_CUR_MON_ACM_TRX_AMT,COUNTER_CUR_YEAR_CNT_AMT,PUB_TO_PRV_TRX_AMT_CUR_YEAR,MON_12_EXT_SAM_TRSF_IN_AMT,MON_12_EXT_SAM_TRSF_OUT_AMT,MON_12_EXT_SAM_NM_TRSF_OUT_CNT,MON_12_EXT_SAM_AMT,CUR_MON_EXT_SAM_CUST_TRSF_IN_AMT,CUR_MON_EXT_SAM_CUST_TRSF_OUT_AMT,MON_12_CUST_CNT_PTY_ID,MON_12_TRX_AMT_MAX_AMT_PCTT,CUR_YEAR_MON_AGV_TRX_CNT,MON_12_AGV_TRX_CNT,MON_12_ACM_ENTR_ACT_CNT,MON_12_AGV_ENTR_ACT_CNT,MON_12_ACM_LVE_ACT_CNT,MON_12_AGV_LVE_ACT_CNT,CUR_YEAR_PUB_TO_PRV_TRX_PTY_CNT,MON_6_50_UP_ENTR_ACT_CNT,MON_6_50_UP_LVE_ACT_CNT,CUR_YEAR_COUNTER_ENCASH_CNT,MON_12_ACT_OUT_50_UP_CNT_PTY_QTY,MON_12_ACT_IN_50_UP_CNT_PTY_QTY,LAST_12_MON_COR_DPS_TM_PNT_BAL_PEAK_VAL,LAST_12_MON_COR_DPS_DAY_AVG_BAL,CUR_MON_COR_DPS_MON_DAY_AVG_BAL,CUR_YEAR_COR_DMND_DPS_DAY_AVG_BAL,CUR_YEAR_COR_DPS_YEAR_DAY_AVG_INCR,LAST_12_MON_DIF_NM_MON_AVG_TRX_AMT_NAV,LAST_12_MON_MON_AVG_TRX_AMT_NAV,COR_KEY_PROD_HLD_NBR,CUR_YEAR_MID_BUS_INC,AI_STAR_SCO,WTHR_OPN_ONL_ICO,EMP_NBR,REG_CPT,SHH_BCK,HLD_DMS_CCY_ACT_NBR,REG_DT,LGP_HLD_CARD_LVL,OPN_TM,NB_CTC_HLD_IDV_AIO_CARD_SITU,HLD_FGN_CCY_ACT_NBR
3d4d305391cc4b908052a00e3fa8c119,,12.0,45.3,,,,3550388.9,2.0,2.0,21000002.0,2.0,2.0,21000002.0,2.0,2.0,Y,,12.0,12.0,62.0,7.0,62.0,7.0,,,,2.0,12.0,32.0,151255728.1,6936094.9,1390510.8,1390510.8,-5581636.8,23797025.0,25547025.0,32.0,237.8,5,B,6602.0,594000002.0,32,22.0,2597.81,,884.58,C,2.0
ce0b88339662487da35d0c53c97e739b,12812.0,142.0,238.7,1020082.0,1020082.0,105002.0,5609002.0,199902.0,34119.6,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.5,1802.0,2230.3,12432.0,1037.8,14312.0,1194.5,72.0,142.0,142.0,12.0,102.0,32.0,639945834.3,604694248.5,537628740.5,537628740.5,-72309909.7,96079832.2,106068689.9,32.0,18245.4,4,B,452.0,802500002.0,2,22.0,444.58,,634.26,C,2.0
476ce13e9e864fb89cdbba7ce2a0224c,5722.0,632.0,718.7,12011146.4,12011146.4,6225965.5,34761393.2,2.0,706476.5,45923853.8,40320002.0,32.0,5603853.8,2.0,2.0,Y,2.1,1032.0,922.0,2522.0,212.0,8522.0,712.0,112.0,162.0,142.0,2.0,102.0,122.0,126466176.1,77456232.3,112025292.0,112025292.0,38459291.3,68403124.8,75630112.4,42.0,3180.8,5,B,352.0,177896002.0,12,12.0,1734.58,D,661.68,D,2.0
2a7bc394bd014586b9f41facc6677159,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,4.5,2.0,2.0,32.0,4.5,,2.0,12.0,,12.0,2.0,7006105.1,6407663.9,506096.4,506096.4,-6451867.1,541720.2,541720.2,22.0,10.8,5,A,2.0,10000002.0,32,12.0,1945.23,D,1726.19,,2.0
bb3aaa528884462fa8442b7002244845,222812.0,432.0,422.0,182121671.6,2304324.7,18402.9,260333415.5,2.0,2.0,545013511.9,217900002.0,212.0,327113511.9,150000002.0,2.0,Y,2.0,662.0,356.2,1742.0,147.0,2512.0,211.2,,542.0,482.0,2.0,62.0,152.0,87663146.6,26339308.1,24548748.5,24548748.5,-702826.5,170315245.1,265508037.6,62.0,3576.8,5,B,492.0,500000002.0,12,22.0,518.77,F,333.94,F,2.0
11be560ed5ba44d0a0963019366bb8ae,,22.0,215.3,,,,7000002.0,2.0,2.0,5407600002.0,3791400002.0,142.0,1616200002.0,85000002.0,2.0,Y,2.3,1782.0,2473.7,4372.0,366.2,25292.0,2109.5,,252.0,422.0,2.0,32.0,72.0,1542039867.0,403132261.0,270876911.9,263732174.2,-143978092.3,521612038.4,1442027786.0,52.0,1389.5,5,B,2002.0,100000002.0,12,132.0,240.71,F,236.52,B,32.0
a7153db262604da7b6ded2a9a4d8d52f,64032.0,122.0,702.0,100553.6,,100553.6,1550044.6,2.0,285.6,388464862.7,71532308.0,742.0,316932556.7,2.0,2.0,,2.0,182.0,1507.8,7292.0,609.5,10782.0,900.3,12.0,192.0,82.0,2.0,52.0,272.0,95548526.2,11231151.1,1430296.0,1430296.0,-10950764.4,319225258.5,357558355.8,42.0,2463.7,4,B,52.0,60000002.0,32,12.0,175.87,,172.97,B,2.0
a0ea533461f14b0bbf419d9e38f0167e,,12.0,75.3,,,,1000002.0,2.0,1000002.0,2.0,600002.0,42.0,-599998.0,2.0,2.0,,2.7,12.0,21.2,42.0,5.3,192.0,17.8,12.0,12.0,12.0,2.0,12.0,12.0,18000159.4,9018860.9,6200573.9,6200573.9,-3444704.0,2503903.3,2553903.3,22.0,254.5,4,B,2.0,10000002.0,12,12.0,604.9,D,382.0,D,2.0
5abb00e02ed6479689fccc8cb820de35,,922.0,795.3,,,,29608841.4,2.0,7038782.0,3658002.0,5000002.0,22.0,-1341998.0,2.0,5000002.0,,2.5,1042.0,552.8,1012.0,86.2,5602.0,468.7,32.0,,,2.0,,,29375910.0,8622645.3,15243322.9,15243322.9,7000114.8,12786963.4,13508463.4,22.0,2350.0,4,B,2.0,30000002.0,12,12.0,790.06,C,784.26,C,2.0
08e25baea7c249cf96863791d6a1bf92,,702.0,552.0,,,,2637550002.0,2.0,2.0,1808137002.0,2419150002.0,302.0,-611012998.0,400060002.0,659900002.0,,2.2,862.0,874.5,2692.0,226.2,7782.0,650.3,,1702.0,4642.0,2.0,82.0,72.0,330518330.1,13736937.2,76907457.7,15617135.1,69125188.0,1946332290.0,3060269228.0,32.0,56387.1,4,B,302.0,800000002.0,12,32.0,1449.42,,244.9,B,2.0
d243d613542e4fb6be71c5400544a303,91922.0,2.0,38.7,224804502.0,,13700002.0,2.0,2.0,2.0,4162923095.0,41264386.7,72.0,4121658711.0,45430002.0,11324991.5,Y,2.0,882.0,596.2,2172.0,182.8,4962.0,415.3,,342.0,362.0,2.0,42.0,82.0,6025786115.0,2089978029.0,2468948966.0,468948965.6,194532899.7,403326246.5,1510214161.0,,5994.9,5,A,136692.0,12003000002.0,32,142.0,3236.84,B,2447.81,B,2.0
722e402627964dfbb0b6ca37c42c0a0e,3172.0,1192.0,572.0,3243930.3,3243930.3,711202.0,43137887.4,2.0,8435467.7,6820002.0,7141602.0,82.0,-321598.0,2.0,2.0,,2.0,1722.0,1307.8,5732.0,479.5,9942.0,830.3,92.0,62.0,22.0,2.0,22.0,102.0,65096287.5,25305614.2,24834058.5,24834058.5,-503126.6,60862418.6,62075885.2,32.0,1309.1,,B,302.0,,2,22.0,,,1934.58,D,2.0
53fa0bc1672e48e887bb80db7b21bfca,,,22.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,12.0,4.5,12.0,2.8,22.0,3.7,,12.0,2.0,2.0,2.0,12.0,223054608.7,88387726.5,222403350.7,222403350.7,146534060.8,12464334.1,12464334.1,12.0,237.8,5,A,32.0,500000002.0,32,12.0,166.52,,165.23,C,2.0
d395b59da6334b7283456acc74f856b7,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,12.0,3.7,2.0,2.0,22.0,3.7,,2.0,12.0,2.0,12.0,2.0,16178000.4,13949096.0,7992066.1,7992066.1,-6501528.5,1214805.9,1214805.9,12.0,30.3,1,,2.0,1000002.0,32,,403.94,D,396.52,,
b68e78a31f274265bd28d019e632e834,,12.0,52.0,,,,8000002.0,2.0,2.0,6748350.8,26552102.0,112.0,-19803749.2,6560002.0,17764902.0,Y,2.0,672.0,153.7,342.0,30.3,1482.0,125.3,,52.0,22.0,2.0,32.0,42.0,33343802.5,1858311.4,5659421.0,5659421.0,4281774.6,17638695.9,20413733.3,32.0,-14088.8,4,B,2.0,500000002.0,12,12.0,845.87,,74.26,,2.0
d2a8116bfaba4a5da7f1670fe334e6ff,1302.0,1532.0,1915.3,2249622.0,,1000002.0,56570215.1,2.0,4700002.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.2,3652.0,3543.7,19302.0,1610.3,23202.0,1935.3,12.0,42.0,32.0,2.0,22.0,82.0,33864932.2,4617678.8,6869106.3,6869106.3,1251475.2,108390873.1,108747676.7,52.0,417.0,5,B,52.0,51000002.0,12,12.0,1682.97,D,594.9,D,12.0
3f77285c7ae84f5c8e340dc2150066d1,1722.0,562.0,405.3,28470307.3,,24297391.4,66856591.4,2.0,828981.3,2.0,80010002.0,52.0,-80009998.0,2.0,2.0,,2.0,632.0,268.7,152.0,14.5,3052.0,256.2,92.0,32.0,122.0,2.0,62.0,2.0,3690496942.0,284548406.8,152666349.3,152666349.3,-153827682.6,18506597.6,37340764.3,42.0,9960.3,4,B,102.0,48000002.0,12,22.0,185.55,C,139.42,C,22.0
5ff612b4849d4368841e1e2a09e6f610,4412.0,552.0,,1753382.6,,1753382.6,26882405.1,2.0,8452540.6,139875230.8,1328512.0,62.0,138546720.8,10000002.0,2.0,Y,2.3,3422.0,3703.7,37162.0,3098.7,7262.0,607.0,72.0,132.0,52.0,2.0,52.0,52.0,28943949.5,5704871.1,6308342.1,6308342.1,443743.1,64987349.5,76754327.8,32.0,3044.6,4,B,102.0,10000002.0,32,12.0,910.71,F,260.39,,2.0
358332b944524f6491f7ae445ef43d4b,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,77.8,272.0,24.5,642.0,55.3,,202.0,512.0,,72.0,32.0,6930668016.0,1328925201.0,1891629.0,1891629.0,-1485538256.0,454749923.9,454749923.9,52.0,4749.3,4,A,702.0,2000000002.0,12,92.0,865.23,,744.26,,12.0
340e88f0ca654acc80a92d09a40af2e7,,,55.3,,,3926312.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,32.0,15.3,22.0,3.7,142.0,13.7,,12.0,12.0,2.0,,,76118112.2,64384858.3,63846484.6,63846484.6,42797.3,20414.1,972269.1,12.0,11020.8,4,A,2.0,53508002.0,32,12.0,987.16,,966.52,,22.0
8ec643afe375486bb0905b575fa8098e,1512.0,102.0,28.7,56019403.1,56019403.1,8015891.8,59155171.6,2.0,2.0,140000002.0,2.0,2.0,140000002.0,2.0,2.0,Y,2.0,332.0,1178.7,6922.0,578.7,7202.0,602.0,,2682.0,2742.0,2.0,32.0,12.0,128830754.2,38933491.4,1338.5,1338.5,-41699927.1,26733390.1,4222256893.0,42.0,466.6,5,B,102.0,1911000002.0,32,12.0,552.97,F,479.1,F,2.0
f375fce1e64c4cb1adb3fef5efa16c2c,,72.0,98.7,,,,41287392.0,2.0,80002.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,92.0,48.7,52.0,6.2,512.0,44.5,12.0,32.0,22.0,2.0,32.0,22.0,50964360.5,6108871.7,14848162.3,14848162.3,9116753.6,14337432.1,16010123.8,22.0,-73.2,4,B,102.0,100000002.0,32,12.0,481.68,B,345.55,B,2.0
9d2425a89c8d49c69dac154a7056b4a8,20962.0,152.0,288.7,12775762.0,,1200532.0,336775762.0,2.0,2.0,800600002.0,574150002.0,92.0,226450002.0,144000002.0,116000002.0,,2.0,232.0,122.8,752.0,64.5,702.0,60.3,,202.0,252.0,2.0,32.0,22.0,277877577.2,90983042.2,190329218.7,50974380.0,115033288.4,67455465.3,502107529.6,42.0,8943.2,5,B,2892.0,5000002.0,12,12.0,1583.94,F,309.42,C,2.0
7868c5a8bcd64e7ba7fb55e21f6d8ad6,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,,,2800000002.0,2800000002.0,2800000002.0,,21917810.2,2.0,2.0,22.0,2.0,4,,2.0,5000002.0,2,42.0,414.26,,2046.19,,2.0
6b37deea7ccf4a578b4b301b8b6686fe,5662.0,,95.3,,,60807.5,,,,100477099.5,172493483.2,112.0,-72016381.7,,,,2.0,,223.7,742.0,63.7,1922.0,162.0,,2.0,22.0,,242.0,92.0,2708667893.0,103290244.4,1141870.2,1141870.2,-106891707.5,1095883614.0,1568263809.0,12.0,2.0,5,A,482.0,33750002.0,32,12.0,899.74,C,894.9,F,2.0
ee4d783d8100489f97b94f864f7f0dd3,42412.0,272.0,872.0,100206969.6,93723976.5,3218002.0,400538171.4,2.0,2.0,850180002.0,2647720002.0,762.0,-1797539998.0,21600002.0,2.0,Y,2.0,1332.0,1467.8,10642.0,888.7,6952.0,581.2,,512.0,432.0,2.0,112.0,272.0,1423175865.0,280889626.4,10713332.6,10713332.6,-299405057.9,310190502.2,724607572.2,72.0,45707.2,5,B,3002.0,525295802.0,12,22.0,1058.77,F,1063.94,F,2.0
7a5dc54f53bc49a1950a44ed8cd170bd,,342.0,262.0,,,,47421512.5,2.0,11413002.0,30000002.0,60000002.0,22.0,-29999998.0,30000002.0,2.0,,2.1,342.0,206.2,322.0,28.7,2132.0,179.5,12.0,42.0,22.0,2.0,12.0,72.0,72070407.5,36114464.7,6443865.1,6443865.1,-31701543.0,17201760.6,24701760.6,32.0,343.3,4,B,32.0,10000002.0,32,12.0,196.19,B,189.42,D,2.0
d630d8aa657a4c98b6725707eaa89b50,17372.0,622.0,298.7,4512459.6,3395139.6,963832.0,35613970.2,1290002.0,9359756.4,500002.0,37400002.0,262.0,-36899998.0,2.0,2500002.0,Y,2.2,922.0,587.8,2482.0,208.7,4552.0,381.2,42.0,92.0,22.0,22.0,22.0,82.0,52217658.3,12771585.4,25544567.1,25544567.1,13856378.9,42883823.1,46042156.5,52.0,677.8,5,B,1402.0,100600002.0,12,12.0,1723.29,C,1714.26,C,2.0
99ab8aef185945bcbb604e72766788d1,1512.0,82.0,468.7,598128.8,,598128.8,27684064.0,2.0,2.0,4530002.0,41200002.0,132.0,-36669998.0,2.0,700002.0,,2.3,172.0,188.7,1222.0,103.7,1022.0,87.0,,32.0,52.0,2.0,52.0,82.0,114542067.9,14086259.4,6370748.0,6370748.0,-9097434.3,25690114.2,37760374.5,72.0,15213.8,4,B,822.0,20000002.0,12,62.0,1662.97,,984.9,F,22.0
4bfe3b4b126e4c3d93bc401c8847611b,5952.0,492.0,,,,1502.0,19845029.9,2.0,248324.9,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.1,2952.0,3257.8,18802.0,1568.7,20272.0,1691.2,102.0,62.0,12.0,2.0,22.0,12.0,27567447.1,12319614.1,12476806.7,12476806.7,-60047.2,37213284.3,39028106.7,52.0,1071.1,4,B,2.0,,2,22.0,2332.65,D,1919.42,C,2.0
03d014836716420182c02f79bae37a44,46372.0,1212.0,928.7,59471049.6,,30726916.1,539369209.6,2.0,150002.0,2007280002.0,1341855002.0,1532.0,665425002.0,76300002.0,39900002.0,Y,2.7,1632.0,2355.3,8362.0,698.7,19882.0,1658.7,12.0,1562.0,1142.0,2.0,192.0,132.0,801552527.2,11210091.2,9418928.6,1760928.6,-1000522.4,376452244.9,931678252.3,52.0,15817.1,5,B,3032.0,3472426172.0,32,82.0,985.55,F,620.06,C,2.0
79bfc5aaaac644e684ae0e4e09e53647,54852.0,1232.0,,59084359.8,,46592.0,22166324.1,2.0,202326.0,2.0,78900002.0,112.0,-78899998.0,2.0,2.0,Y,2.4,1552.0,2692.8,2462.0,207.0,29832.0,2487.8,72.0,322.0,92.0,2.0,122.0,82.0,52340829.5,4833708.9,2793030.1,2793030.1,-3516585.7,113563340.2,121818710.0,32.0,2002.8,4,B,3962.0,100000002.0,32,32.0,671.68,,614.58,,2.0
91fcfdff5c2c41a7b0f03275de356d26,6032.0,252.0,592.0,280002.0,,280002.0,71132251.1,2.0,177002.0,260512002.0,1297397282.0,242.0,-1036885278.0,2.0,50135912.0,Y,2.5,382.0,601.2,2722.0,228.7,4472.0,374.5,12.0,202.0,202.0,2.0,122.0,82.0,371593817.9,31369330.1,61321073.4,61321073.4,29341820.6,420289189.4,550114962.7,52.0,1290725.7,5,B,202.0,45000002.0,32,32.0,514.26,D,501.68,C,12.0
28d0140050de4c3886bd71681a8c2fbb,,182.0,512.0,,,,16663872.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.2,292.0,272.8,1272.0,107.8,1982.0,167.0,,22.0,2.0,2.0,12.0,22.0,13114777.9,3003242.3,5267440.6,5267440.6,2584493.2,22324558.2,22324558.2,22.0,1481.6,4,B,272.0,5000002.0,12,12.0,1737.16,A,1737.81,B,2.0
b053fe6afff24a299023ea6e6cd2ca00,16112.0,132.0,,37175236.9,37130630.8,21468711.4,81558386.9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,172.0,216.2,672.0,57.8,1902.0,160.3,,172.0,182.0,2.0,72.0,62.0,271739164.9,13610430.5,7390638.0,7390638.0,-6253043.5,156993950.1,271556400.9,52.0,7396.5,5,B,712.0,10000002.0,12,12.0,529.74,B,522.0,F,2.0
35a8913370b847b7bfdb0212d1e5091a,1972.0,442.0,562.0,2039012.0,2039012.0,1249002.0,55345271.2,2.0,499038.2,2.0,2.0,2.0,2.0,2.0,2.0,Y,2.4,552.0,297.0,632.0,54.5,2912.0,244.5,42.0,112.0,112.0,2.0,82.0,112.0,30195993.0,4212376.0,5412720.2,5412720.2,734366.2,54938840.7,54938840.7,52.0,749.0,4,B,162.0,10000002.0,12,12.0,619.1,,606.52,B,2.0
26636449476f48c99cd085ac677862fb,,32.0,,,,,199815973.4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.8,62.0,38.7,92.0,9.5,352.0,31.2,,72.0,102.0,2.0,32.0,32.0,747731453.4,18246487.7,24700143.7,24700143.7,7149936.1,220527425.9,220527425.9,32.0,3224.1,4,B,202.0,,2,12.0,189.42,D,186.52,,2.0
18d54e77a8b14cd8a625a769c3a49335,3972.0,842.0,682.0,1566582.0,1566582.0,1566582.0,25181023.5,490002.0,2.0,19410002.0,500002.0,12.0,18910002.0,2.0,2.0,Y,2.2,1062.0,1127.8,2852.0,239.5,10662.0,890.3,,122.0,52.0,12.0,62.0,132.0,40677683.7,7265907.6,4371962.7,4371962.7,-3312839.2,90984385.4,156650060.2,52.0,6361.8,5,B,222.0,30000002.0,12,12.0,657.16,B,654.58,B,42.0
499dbdc702134c1f844e4b39b4d33eb8,7082.0,12.0,42.0,2774961.8,2774961.8,1684595.1,147222.0,2.0,2.0,8849385.9,1817072.0,132.0,7032315.9,1141337.3,147222.0,Y,,102.0,121.2,702.0,60.3,732.0,62.8,,2.0,12.0,2.0,32.0,2.0,236960808.2,85718612.0,31459246.2,31459246.2,-63304359.1,9651373.7,10540244.8,42.0,882.9,4,B,252.0,182079002.0,2,12.0,150.06,,1191.35,B,2.0
2ea74e0d667c4d849a1662473848f7c6,,132.0,295.3,,,,64907535.0,2.0,2.0,2063000002.0,30000002.0,12.0,2033000002.0,2.0,2.0,Y,2.0,112.0,1437.0,602.0,52.0,16622.0,1387.0,,182.0,482.0,2.0,222.0,12.0,279640757.0,73948467.9,275784783.4,275784783.4,224225902.4,151676688.0,326093354.7,42.0,12672.6,,B,28002.0,103300002.0,2,12.0,242531.68,,2666.52,B,2.0
3196316659b74285af016b8fb2b3c33b,,,42.0,,,,,,,2.0,2.0,2.0,2.0,,,,,,3.7,12.0,2.8,12.0,2.8,,12.0,12.0,,,,24279433.2,24038195.0,24278129.3,536916.6,274149.1,2.0,3922843.7,12.0,2200.0,4,A,2.0,20520002.0,32,22.0,3447.48,,2238.45,C,2.0
c1640401bb0d4c84abfc2a59449bd1e8,238582.0,15962.0,6555.3,527318080.9,13418480.2,40684261.0,3135139431.0,2.0,40622792.0,6975300002.0,3381341060.0,242.0,3593958944.0,397100002.0,418837.5,Y,2.2,20882.0,7627.8,8582.0,717.0,82932.0,6912.8,2112.0,1642.0,4022.0,2.0,1572.0,422.0,2418495827.0,609732196.5,811591910.2,811591910.2,242416541.5,2512673114.0,3377753451.0,,42371.9,5,B,150002.0,76929203512.0,32,302.0,746.19,D,732.0,D,2.0
ae734038e59946e98796d8dd5768eaed,,,28.7,,,,,,,2.0,2.0,2.0,2.0,,,,2.2,,21.2,72.0,7.8,162.0,15.3,,,,,12.0,22.0,277252284.2,10245768.4,71958.3,71958.3,-16782077.9,28972394.7,28972394.7,12.0,237.8,3,A,1002.0,,2,12.0,192.97,A,159.1,C,2.0
